text,label,pro_text_no_angka
"saya datang ke resto sapulidi ini karena rekomendasi dari internet yang pernah saya baca bahwa pemandangan yang sangat bagus dan tempat makan tepat di sawah yang membuat saya tertarik untuk datang ke tempat ini . namun ketika saya sampai semua hal berubah menjadi buruk , mulai dari tempat parkir yang bisa dikatakan tersedia , jalan akses rusak dan kecil nya tempat akses .",negative,saya datang ke resto sapulidi ini karena rekomendasi dari internet yang pernah saya baca bahwa pandang yang sangat bagus dan tempat makan tepat di sawah yang buat saya tarik untuk datang ke tempat ini namun ketika saya sampai semua hal ubah jadi buruk mulai dari tempat parkir yang bisa kata sedia jalan akses rusak dan kecil nya tempat akses
"tidak usah jauh-jauh ini lho kasus angkahong pengadaan lahan pasar di jambu 2 bogor merugikan negara 43,1 m dalang nya bima arya tidak pernah disentuh kpk , eh ternyata salah satu direktur kpk dirangkul menjadi walkot di pilkada 2018",negative,tidak usah jauh ini lo kasus angkahong ada lahan pasar di jambu   bogor rugi negara      sama dalang nya bima arya tidak pernah sentuh komisi berantas korupsi eh nyata salah satu direktur komisi berantas korupsi rangkul jadi wali kota di pilih kepala daerah     
mcd di-mana sih rasanya sama . maka dari itu saya senang datang ke mcd dikarenakan rasanya pasti terjamin dengan rasa yang saya suka . sebenarnya mck nya itu oke . lokasi nya di daerah anak muda dengan bangunan yang mencerminkan anak muda juga . tapi sayang nya parkir nya sangat sedikit . menyesalkan sekali kalau harus ke sini dan mencari parker . dipastikan tidak akan dapat,negative,mc donalds di mana sih rasa sama maka dari itu saya senang datang ke mc donalds karena rasa pasti jamin dengan rasa yang saya suka benar mandi cuci kakus nya itu oke lokasi nya di daerah anak muda dengan bangun yang cermin anak muda juga tapi sayang nya parkir nya sangat sedikit sesal sekali kalau harus ke sini dan cari parker pasti tidak akan dapat
"utang negara beda sama utang perorangan yang kalau orang nya mati , utang nya bingung siapa yang bayar , negara mah aakan pernah mati , rakyat yang akhirnya rugi",negative,utang negara beda sama utang orang yang kalau orang nya mati utang nya bingung siapa yang bayar negara adalah aakan pernah mati rakyat yang akhir rugi
mampus lo sookoriin wkwkwkwk dari pengguna yang selama ini kesal karena mahal,negative,mampus kamu sookoriin wkwk dari guna yang lama ini kesal karena mahal
waktu mengunjungi bandung saya menyempatkan diri untuk menikmati makan malam di warung steak karena lokasi nya tidak jauh dari hotel tempat saya menginap . menu yang saya pesan adalah daging steak terderloin dengan minuman milk shake dan secara umum menurut saya cita rasa makanan nya lumayan enak dan harga nya juga ekonomis .,positive,waktu unjung bandung saya sempat diri untuk nikmat makan malam di warung steak karena lokasi nya tidak jauh dari hotel tempat saya inap menu yang saya pesan adalah daging steak terderloin dengan minum milk shake dan cara umum turut saya cita rasa makan nya lumayan enak dan harga nya juga ekonomis
sekarang naik grab makin nyaman dan praktis karena bisa bayar tanpa tunai dengan ovo !,positive,sekarang naik grab makin nyaman dan praktis karena bisa bayar tanpa tunai dengan ovo
"setiap kali saya pergi ke bandung , kuis butcher adalah a harus tempat to visit karena mereka memiliki teh terbaik dan the most delicious steak named entre cote . sayang di kunjungan terakhir sudah tidak ada lagi dan yang lebih mengecewakan saat itu di menu masih tertulis dan pelayan nya tidak menginfokan bahkan menghidangkan steak lainnya tanpa seizin saya . sebagai penggila entre cote . lanjutan",negative,tiap kali saya pergi ke bandung kuis butcher adalah a harus tempat to unjung karena mereka milik teh baik dan the paling delicious steak nama entre cote sayang di kunjung akhir sudah tidak ada lagi dan yang lebih kecewa saat itu di menu masih tulis dan layan nya tidak info bahkan hidang steak lain tanpa atas izin saya bagai gila entre cote lanjut
salah satu makanan thailand yang cukup otentik di bandung . dengan bahan baku yang selalu terjaga kualitas nya dan tentu saja tanpa msg .,positive,salah satu makan thailand yang cukup otentik di bandung dengan bahan baku yang selalu jaga kualitas nya dan tentu saja tanpa masing
adit goblok . goblok kali kau . hanya dengan membaca kau bilang bisa merasa . dasar mahasiswa goblok . tipe kamu aku sudah tahu . tipe mahasiswa yang suka memeras pejabat korup dan pengusaha pengusaha nakal dengan membawa nama besar ketua bek . aku tahu harga kamu ?,negative,adit goblok goblok kali kamu hanya dengan baca kamu bilang bisa rasa dasar mahasiswa goblok tipe kamu aku sudah tahu tipe mahasiswa yang suka peras jabat korup dan usaha usaha nakal dengan bawa nama besar ketua bek aku tahu harga kamu
"datanglah saat malam hari dengan pasangan anda , karena suasanan yang cukup romantis . menikmati makan malam dengan suasana yang sejuk , pemandangan kota bandung yang indah , dan makanan yang lezat .",positive,datang saat malam hari dengan pasang anda karena suasanan yang cukup romantis nikmat makan malam dengan suasana yang sejuk pandang kota bandung yang indah dan makan yang lezat
akses menuju dusun bambu bisa ditempuh melalui lembang ataupun melalui cimahi . perjalanan dari pasteur melalui cimahi menuju ke sana kira-kira memakan waktu 1 - 2 jam menggunakan mobil pribadi . berkunjung ke dusun bambu diusahakan saat petang hari karena kita dapat melihat jelas pemandangan yang ada dan waktu yang pas untuk makan malam .,positive,akses tuju dusun bambu bisa tempuh lalu lembang atau lalu cimahi jalan dari pasteur lalu cimahi tuju ke sana kira makan waktu       jam guna mobil pribadi kunjung ke dusun bambu usaha saat petang hari karena kita dapat lihat jelas pandang yang ada dan waktu yang pas untuk makan malam
ayam panggang kecap dimakan sama nasi enak banget apalagi kecap nya spesial banget enak nya dan ayam goreng nya juga enak banyak variasi makanan lainnya,positive,ayam panggang kecap makan sama nasi enak banget apalagi kecap nya spesial banget enak nya dan ayam goreng nya juga enak banyak variasi makan lain
mobil toyota kok tidak nyaman banget ya,negative,mobil toyota kok tidak nyaman banget ya
"kita datang sekitar jam 8.20 private message , karena hari biasa tidak begitu penuh , alunan musik makin membuat suasana romantis , pelayanan nya oke layaknya fine dining , menu nya beragam , wifi kencang , tempat bersih , staf ramah . sempurna .",positive,kita datang sekitar jam      private message karena hari biasa tidak begitu penuh alun musik makin buat suasana romantis layan nya oke layak fine ning menu nya agam wifi kencang tempat bersih staf ramah sempurna
dia yang bahagia aku yang cemburu,negative,dia yang bahagia aku yang cemburu
setiap kali ke restoran ini saya pasti memesan menu yang sama crispy duck noodle with szechuan sauce . rasanya luar biasa,positive,tiap kali ke restoran ini saya pasti mes menu yang sama crispy duck noodle dengan szechuan sauce rasa luar biasa
"siapa yang tidak mengenal toko kue kartika sari yang begitu melegenda di kota bandung ini ? sudah sangat teruji dari segi kualitas rasa ! nah , apabila sedang berkunjung ke kartika sari dago , atau ingin mencari kuliner dengan rasa yang enak dan harga yang sangat terjangkau ? jangan lewatkan mampir ke restaurant madame sari yang terletak di dalam gedung kartika sari , ya",positive,siapa yang tidak kenal toko kue kartika sari yang begitu legenda di kota bandung ini sudah sangat uji dari segi kualitas rasa nah apabila sedang kunjung ke kartika sari dago atau ingin cari kuliner dengan rasa yang enak dan harga yang sangat jangkau jangan lewat mampir ke restaurant madame sari yang letak di dalam gedung kartika sari ya
"restoran ini berbentuk kompleks yang berupa saung-saung yang berada di antara kebun-kebun , ada air mancur dan aliran sungai yang bergemericik . sangat indah di malam hari karena pijaran api peneangan jalan memperindah suasana . makanan cukup enak , tetapi bukan yang enak sekali . suasana yang lebih menonjol di tempat ini .",positive,restoran ini bentuk kompleks yang upa saung yang ada di antara kebun ada air mancur dan alir sungai yang bergemericik sangat indah di malam hari karena pijar api peneangan jalan indah suasana makan cukup enak tetapi bukan yang enak sekali suasana yang lebih tonjol di tempat ini
"sudah bertahun tahun suka dengan suasana di sini , rasa makanan nya tidak berubah dari dulu . nasi goreng kepiting nya enak . sate ayam dan capcay nya enak juga . menu lainnya spaghetti atau steak nya juga oke . porsi makanan nya cukup besar . jika hanya mau ngemil . coba ice cream atau aneka coklat nya . yumy",positive,sudah tahun tahun suka dengan suasana di sini rasa makan nya tidak ubah dari dulu nasi goreng kepiting nya enak sate ayam dan capcay nya enak juga menu lain spaghetti atau steak nya juga oke porsi makan nya cukup besar jika hanya mau ngemil coba ice cream atau aneka coklat nya yumy
"banyak orang suka pada bilang kelakuan buzzer itu menodai jokowi - saya tidak . menurut saya buzzer buzzer ini memang jadi busuk karena junjungan nya cuma pepesan kosong , dididik asal bunyi , balapan jargon dan gombal maksimal . memang begitu karena tidak ada substansi . bikin jijik . meh",negative,banyak orang suka pada bilang laku buzzer itu noda jokowi   saya tidak turut saya buzzer buzzer ini memang jadi busuk karena junjung nya cuma pepes kosong didik asal bunyi balap jargon dan gombal maksimal memang begitu karena tidak ada substansi bikin jijik meh
tidak sedih,positive,tidak sedih
jangan pernah iri dengan apa yang orang lain miliki . setiap orang punya rezeki nya sendiri . bersyukurlah untuk hidup ini .,positive,jangan pernah iri dengan apa yang orang lain milik tiap orang punya rezeki nya sendiri syukur untuk hidup ini
pdip pasangkan dengan sekdaprov sutono bandarlampung,neutral,partai demokrasi indonesia juang pasang dengan sekdaprov sutono bandarlampung
"awal nya saya mengetahui kafe ini karena mendengar ariel noah sempat menikmati suasana di sini . setelah itu , saya berusaha beberapa kali mencoba ke tempat ini , termasuk waktu valentine 2015 . akan tetapi full reserved penuh pesan bahwa saya tidak putus asa . di bulan april , saya ulang tahun yang ke 26th . dikarenakan tanggal 8 april 2015 ultah saya jatuh pada weekdays , saya tidak bisa merayakan nya . dan tempat ini menjadi pilihan terbaik .",positive,awal nya saya tahu kafe ini karena dengar ariel noah sempat nikmat suasana di sini telah itu saya usaha beberapa kali coba ke tempat ini masuk waktu valentine      akan tetapi full reserved penuh pesan bahwa saya tidak putus asa di bulan april saya ulang tahun yang ke   th karena tanggal   april      ulang tahun saya jatuh pada weekdays saya tidak bisa raya nya dan tempat ini jadi pilih baik
ananda serang balik itu fadli zonk penjilat menyisir harus di tenggelamkan saja . fadli zona tidak guna nya untuk nkri kita .,negative,ananda serang balik itu fadli apes jilat sisir harus di tenggelam saja fadli zona tidak guna nya untuk negara satu republik indonesia kita
"banyak pilihan makanan di sini . semuanya lezat . ada anak-anak corner juga untuk anak anak , sehingga mereka bisa memilih sendiri . tampilan nya juga dibuat menarik sehingga menggugah selera makan anak anak . ada jamu , juga ada cemilan tradisional . ditemani pemandangan yang asri , dan sejuk , kami benar benar menikmati sarapan kami . apakah kami akan kembali lagi kemari ? pasti nya !",positive,banyak pilih makan di sini semua lezat ada anak corner juga untuk anak anak sehingga mereka bisa pilih sendiri tampil nya juga buat tarik sehingga gugah selera makan anak anak ada jamu juga ada camil tradisional tani pandang yang asri dan sejuk kami benar benar nikmat sarap kami apakah kami akan kembali lagi kemari pasti nya
"menu makanan daerah cukup enak dan variatif . akhir pekan harus sabar menunggu order makanan untuk makan malam . makanan datang sangat lama , terlalu lama . perlu ditambah staf untuk makan malam . indah nya suasana tidak bisa menghilangkan kejengkelan menunggu makanan .",positive,menu makan daerah cukup enak dan variatif akhir pekan harus sabar tunggu order makan untuk makan malam makan datang sangat lama terlalu lama perlu tambah staf untuk makan malam indah nya suasana tidak bisa hilang jengkel tunggu makan
"hti , wahabi , pks , fpi ikut2an menyerbu kiai said , seru itu .",negative,hati wahabi partai adil sejahtera front bela islam ikut ikut serbu kiai said seru itu
makanan dan konsep restoran ini benar-benar representasi dari inggris . menu yang ditawarkan kebanyakan adalah makanan dari inggris . interior nya pun sangat klasik,positive,makan dan konsep restoran ini benar representasi dari inggris menu yang tawar banyak adalah makan dari inggris interior nya pun sangat klasik
"buncis daging dan jamur goreng tepung jadi favorit di sini , hanya saja porsi kecil dan harga cukup mahal . buat saya sih kurang memuaskan .",negative,buncis daging dan jamur goreng tepung jadi favorit di sini hanya saja porsi kecil dan harga cukup mahal buat saya sih kurang muas
tidak akan pernah di hotel ini lagi selanjutnya . mengecewakan .,negative,tidak akan pernah di hotel ini lagi lanjut kecewa
